text,label
bet!,0
nasty fuk,1
filthy killl,1
hey protitut,1
youre kind,0
very hit,0
what a nice to meet you,0
amazing person...,0
go fck yourself,1
hey you bicth,1
niger alert,1
absolutely innovative,0
ur hi prostitude,1
you ugylie,1
completely psychologist,0
really short,0
niger bitch,1
fucking sht,1
very great worker,0
go gook yourself,1
celebrations!,0
you crzy,1
absolutely wonderful person,0
u bitch and proud,1
damn insain,1
what a shut,0
what a slut,1
completely solt,0
what a bitc,1
damn protitut,1
paki??,1
youre set,0
fucking gok,1
how are you doing...,0
short!,0
u mentel,1
dick alert,1
absolutely seasons greetings,0
absolutely shout,0
caring person...,0
such a slight,0
nasty fucking bitch,1
worthless slute,1
intelligent person...,0
bought,0
hey kil,1
such a outstanding work,0
such a hut,0
team player!!,0
very suck,0
your pakky,1
fucking obesse,1
nasty insain,1
yo hey prostitude,1
your kikk,1
hi dik,1
really have a good day,0
sot!,0
fucking uglyy,1
you are sock,0
totally caring,0
sllut...,1
really leader,0
yo you sult,1
youre kll,1
niggur!,1
youre thoughtful person,0
absolutely gorgeous,0
very kindly,0
totally fantastic,0
damn dirty slut,1
seasons greetings,0
ure sult,1
youre fat chance,0
hello fuk,1
nasty slut and proud,1
worthless dickk,1
ugylie alert,1
u dickk,1
merry christmas!!,0
stupid bicth alert,1
u skizoo,1
youre if you please,0
worthless protitut,1
totally have a great day,0
youre such a sult,1
you are slat,0
what a intelligent person,0
filthy nigger,1
go bastart yourself,1
whats up loonatic,1
absolutely brave,0
stupid dickk,1
bet!!,0
you are powerful,0
youre such a nasty sult,1
you uglee,1
really stunning,0
filthy insame,1
absolutely amazing person,0
absolutely whats up,0
go stupid sult yourself,1
useless psycho,1
ur biatch,1
completely appreciate it,0
so psychological,0
but,0
yo aswhole,1
perfect work,0
youre good luck,0
fucking dii,1
useless shat,1
filthy bithc,1
hey kikk,1
fucking sult alert,1
fucking diee,1
kll bitch,1
your u bitch,1
hey...,0
psychology!!,0
u bitch!,1
hey biatch,1
your sult,1
creative...,0
very smart person,0
fucking hey sult,1
uglee alert,1
completely sat,0
basturd??,1
stupid slut??,1
what a innovative,0
totally bit,0
ugly duckling!,0
stupid packi,1
absolutely shirt,0
such a pleased to meet you,0
youre helpful,0
yo you prostitude,1
completely fantastic,0
stupid u prostitute,1
youre such a shitt,1
obes...,1
worthless dirty slut,1
u chnk,1
totally pardon me,0
such a bought,0
yo dick,1
you are sought,0
what a sup,0
totally happy new year,0
youre all the best,0
nasty killl,1
your you sult,1
hello shitt,1
hey hi prostitude,1
psychology!,0
really sought,0
hi fuuck,1
u mentall,1
hi lunatic,1
absolutely courageous,0
such a thoughtful,0
ure chink,1
completely silt,0
kind person,0
nice to meet you...,0
gooke...,1
crzy??,1
clever person!,0
whats up pakky,1
filthy kil,1
stunning!!,0
perfect work...,0
go ur sult yourself,1
genius,0
ur shite,1
go obees yourself,1
hot!!,0
go insne yourself,1
what a kll,1
fucking chinc,1
hi nasty slut,1
filthy crazy,1
completely happy new year,0
sup kik,1
worthless kill,1
filthy fukc,1
innovative!,0
damn hey sult,1
asswhole bitch,1
yo fck,1
what a bought,0
nasty basturd,1
what a awesome,0
nasty sult bitch,1
damn fate,1
worthless ur slut,1
completely strong,0
nasty sh1t,1
what a biotch,1
absolutely amazing,0
whats up!,0
very hat,0
really crazy cool,0
you basturd,1
nasty asswhole,1
you are happy holidays,0
such a mental wellness,0
such a whats up,0
basturd...,1
mantal alert,1
problem solver...,0
totally heroic,0
completely fat cat,0
totally clever person,0
youre such a crezy,1
hi mentel,1
what a death,1
what a excuse me,0
nice work!,0
carzy and proud,1
totally great job,0
ur hey slut,1
damn hey bitch,1
completely shirt,0
very merry christmas,0
hi sico,1
dirty basterd,1
what a strong,0
bet...,0
wish you well!!,0
totally good evening,0
bitc!,1
totally cart,0
u prostitu,1
whats up bastart,1
very wonderful person,0
what a talented,0
damn pakky,1
completely such,0
totally beautiful person,0
what a dik,1
filthy obesse,1
gook and proud,1
u diie,1
hi dye,1
totally thanks,0
death and proud,1
so shot,0
youre cot,0
very pleased to meet you,0
such a sup,0
you are insane skills,0
worthless basturd,1
really my apologies,0
what a kil,1
absolutely thoughtful,0
nasty mantal,1
completely brilliant person,0
whats happening,0
totally whats new,0
ur u prostitude,1
hello fatty,1
you dick,1
absolutely shut,0
cart,0
stupid insain,1
youre mentel,1
mental peace...,0
u gok,1
absolutely sit,0
go mentl yourself,1
such a hated,0
what a hello,0
youre good night,0
very slate,0
ur bitc,1
you prostitute??,1
your sluut,1
whats up chnk,1
so hat,0
absolutely solt,0
stupid carzy,1
so bat,0
your hey prostitude,1
powerful!!,0
chinkk!,1
prostitut...,1
totally sup,0
damn lunatick,1
what a how are you,0
filthy fucking slut,1
great worker!,0
you are fat bank account,0
hi uglyy,1
fucking nasty slut,1
sup killl,1
youre such a chinck,1
your bicth,1
hello stupid bitch,1
youre hey bicth,1
nasty ugly,1
nasty gok,1
youre niggar,1
your psycko,1
you are happy new year,0
mentl and proud,1
dickk...,1
you prostitude...,1
stupid uglyy,1
sup pakky,1
stupid stupid slut,1
fuck alert,1
stupid gook,1
completely courageous,0
hello psycko,1
very cot,0
totally psychological,0
psychotherapy,0
you are sot,0
nasty gukk,1
really ugly christmas sweater,0
you bicth bitch,1
such a genius,0
u obesse,1
totally outstanding work,0
hey pakki,1
lunattic and proud,1
nasty loonatic,1
hi bicth!,1
damn fukc,1
youre such a stupid bicth,1
how are you...,0
such a set,0
hello fucking bitch,1
absolutely talk to you soon,0
very sought,0
absolutely sick,0
mentel!,1
hi mentall,1
youre such a pakki,1
what a sault,0
filthy hey slut,1
hi niggah,1
totally how are you doing,0
you are good evening,0
hi prostitute and proud,1
youre grateful,0
whats up kill,1
biotch??,1
so sought,0
good evening...,0
u hi bitch,1
deatth and proud,1
niggur??,1
youre cart,0
what a courageous,0
dirty hey sult,1
hey fatty,1
fukc and proud,1
nasty fukc,1
bicth and proud,1
celebrations...,0
u hi sult,1
uglyy bitch,1
pleased to meet you,0
sup ur sult,1
what a hated,0
yo chinkk,1
such a amazing person,0
hello sico,1
go lunatik yourself,1
completely professional,0
hi biotch,1
completely stunning,0
such a cute,0
dirty slut!,1
you are stunning,0
ur gukk,1
youre hi sult,1
psycho and proud,1
yo biotch,1
absolutely bit,0
fucking you bicth,1
hi shiit,1
what a you prostitude,1
you prostitute alert,1
hi insame,1
kill bitch,1
stupid deth,1
mental strength...,0
youre yo,0
totally whats happening,0
powerful!,0
nasty you bitch,1
really nice work,0
youre excuse me,0
thoughtful person,0
useless hi prostitude,1
crazy alert,1
ur mentall,1
hated!!,0
very celebrations,0
bitc,1
fate??,1
sock...,0
stupid loonatic,1
hey basterd,1
fucking kikke,1
shiit,1
youre such a slutt,1
whats up slute,1
sup carzy,1
yo bithc,1
ure fatt,1
stupid hi sult,1
completely beautiful,0
what a niggar,1
so leader,0
completely hat,0
useless insaine,1
ugly sweater...,0
youre fck,1
ure bicth,1
ur shiit,1
diee and proud,1
yo shat,1
filthy fuuck,1
such a see you later,0
you are but,0
really slat,0
dirty you bicth,1
yo nigga,1
very hate,0
dick...,1
hi bitc,1
absolutely such,0
shart!,0
fucking slut and proud,1
stupid death,1
such a attractive person,0
basterd,1
how are you!!,0
stupid sychko,1
u obees,1
go niger yourself,1
fat bank account...,0
totally leader,0
youre hey slut,1
you are nice work,0
sup!,0
crazy good!,0
such a how are you,0
ur basterd,1
ure crzy,1
very cart,0
you hi slut,1
cut!!,0
fatt??,1
hey shiit,1
go gukk yourself,1
nasty craazy,1
so if you please,0
bithc...,1
your loonatic,1
damn dii,1
asshoel bitch,1
u sico,1
really perfect work,0
youre dikc,1
hello die,1
useless hi sult,1
very salt,0
suck!!,0
insame bitch,1
sock!!,0
bastart...,1
really shot,0
your insaine,1
sllut!,1
salt!!,0
fatso and proud,1
slight,0
u asshole,1
completely crazy good,0
what a amazing work,0
sup mentall,1
kll,1
you bicth,1
yo insane,1
fucking schizofrenic,1
hi fatty,1
such a cat,0
you are howdy,0
happy new year...,0
dirty chinc,1
reliable,0
very ugly sweater,0
excellent worker!!,0
youre seasons greetings,0
really such,0
ure obese,1
what a hard worker,0
yo obesse,1
damn ur slut,1
what a have a great day,0
youre sorry,0
very sat,0
totally psychology,0
such a solt,0
yo nasty sult,1
dik,1
shirt...,0
shout,0
what a slight,0
youre skizo,1
so attractive,0
absolutely cart,0
fucking hey bitch,1
protitute,1
youre solt,0
youre such a lunatik,1
hi fucking sult,1
hello shat,1
completely good morning,0
lunatic...,1
hi prostitut,1
great to see you!,0
hey pakky,1
youre my apologies,0
would you please!!,0
absolutely sock,0
worthless fukc,1
mental health!,0
ure crazy,1
worthless skizoo,1
absolutely cat,0
my apologies!!,0
totally sault,0
have a good day,0
nasty basterd,1
damn fucking bitch,1
yo niggar,1
so my apologies,0
completely excellent worker,0
paki and proud,1
you sult and proud,1
hot!,0
such a if you please,0
hi slut and proud,1
great to see you...,0
fucking fck,1
absolutely sat,0
really yo,0
reliable!!,0
whats up bitch,1
completely take care,0
yo hey prostitute,1
what a sought,0
what a ur sult,1
what a stupid bicth,1
what a asshol,1
youre clever,0
damn bicth,1
damn stupid slut,1
so silt,0
howdy!,0
absolutely friendly,0
damn hey slut,1
very excellent worker,0
kll!,1
filthy die,1
powerful,0
very stunning,0
ur mentel,1
filthy insain,1
thoughtful,0
u gook,1
completely good luck,0
youre such a dirty sult,1
youre gorgeous,0
schizofrenic...,1
sht bitch,1
ur ugly,1
cute!!,0
absolutely suck,0
youre uglee,1
insne...,1
ure u slut,1
u slut??,1
youre such a fuc,1
ur carzy,1
absolutely my apologies,0
you are crazy fun,0
ur you bicth,1
nasty pakie,1
really psychology,0
you u slut,1
dirty dii,1
hey prostitu,1
useless loonatic,1
u bitch alert,1
creative!!,0
youre courageous,0
yo shitt,1
very beautiful person,0
your kik,1
bith!,1
you ashole,1
hi crazy,1
whats up fuk,1
go gooke yourself,1
deth alert,1
niggah alert,1
what a niger,1
hate,0
whats up dye,1
really handsome,0
what a dirty sult,1
completely fat chance,0
totally clever,0
slute...,1
what a kiill,1
appreciate it...,0
hey skizoo,1
hi hey slutt,1
solt...,0
useless packi,1
absolutely please,0
sat!,0
schizo,1
ugly sweater,0
go slute yourself,1
very heroic,0
whats up u prostitute,1
you are happy birthday,0
u diee,1
filthy psycho,1
whats happening...,0
youre professional,0
youre such a deeth,1
very crazy good,0
such!,0
youre such a hi slut,1
worthless niger,1
go gok yourself,1
filthy bicth,1
youre slute,1
hi bitch alert,1
you are whats happening,0
kikk,1
what a prostitut,1
totally happy holidays,0
what a bit,0
youre silt,0
totally intelligent,0
sup hey prostitude,1
youre sat,0
hi you sult,1
fucking you sult,1
u bitch??,1
ur you prostitute,1
totally mental peace,0
dirty hi bicth,1
such a fat bank account,0
dirty bitc,1
yo mantal,1
youre shart,0
kindly!!,0
yo nasty slut,1
useless slute,1
what a hey,0
obees??,1
ure fucking bitch,1
worthless dye,1
absolutely happy new year,0
absolutely hated,0
so slight,0
fucking fucking sult,1
hello chinck,1
go bith yourself,1
what a great worker,0
fatty,1
very perfect work,0
completely see you later,0
nigger??,1
absolutely thank you,0
craazy and proud,1
so kindly,0
how are you!,0
really brilliant,0
handsome person,0
worthless dick,1
your uglee,1
youre such a dii,1
ure nigger,1
dirty sult and proud,1
totally merry christmas,0
sup sicko,1
yo dirty sult,1
suck...,0
yo prostitute,1
what a paki,1
sup nasty sult,1
useless kiill,1
totally slight,0
absolutely insane skills,0
yo kik,1
what a hey prostitute,1
totally fat chance,0
sup...,0
your you bicth,1
filthy kik,1
your basterd,1
what a beautiful,0
stupid basturd,1
attractive person,0
such a hit,0
what a you prostitute,1
niger??,1
hello fatt,1
crazy fun,0
completely confident,0
ugly christmas sweater!!,0
fucking basturd,1
so amazing person,0
youre such a lunatick,1
really beautiful person,0
youre basturd,1
so happy birthday,0
u mantal,1
youre pleased to meet you,0
go sult yourself,1
fuck and proud,1
what a nice,0
whats up fck,1
ur asswhole,1
fucking u sult,1
your sllut,1
prostitut,1
sluut!,1
nasty u slut,1
really clever person,0
completely suck,0
damn hi slut,1
very insane skills,0
what a suck,0
youre fat wallet,0
fucking fate,1
go kiill yourself,1
go lunatic yourself,1
youre attractive person,0
ur uglee,1
what a crazy good,0
you are responsible,0
really sack,0
whats up slutt,1
sllut,1
u bithc,1
ure asshole,1
very seasons greetings,0
such a smart person,0
filthy hi prostitute,1
youre see you later,0
absolutely sup,0
worthless sico,1
hi chinc,1
sup,0
such a shirt,0
prostitu!,1
craazy??,1
what a brilliant,0
ur sychko,1
u fck,1
completely shot,0
hi death,1
worthless shiit,1
ure dikc,1
go stupid bitch yourself,1
filthy u slut,1
sort...,0
ure psycko,1
yo fat,1
filthy skizo,1
youre take care,0
fucking bitc,1
fucking fatt,1
ur basturd,1
happy new year,0
so how are you,0
good evening!,0
nasty dirty slut,1
hey obees,1
completely leader,0
basturd bitch,1
talk to you soon!,0
cot,0
completely howdy,0
niggur bitch,1
caring person!!,0
fucking obease,1
fate bitch,1
absolutely good luck,0
go asshoel yourself,1
kll and proud,1
nasty psycko,1
diie,1
hey sult??,1
hello chinc,1
hi sht,1
totally cat,0
ashole and proud,1
mantal bitch,1
stupid stupid bicth,1
you you sult,1
worthless paki,1
you die,1
whats up asshole,1
go kik yourself,1
u insane,1
very thoughtful person,0
youre thankful,0
dic alert,1
fatso bitch,1
attractive,0
damn sh1t,1
what a uglee,1
worthless insaine,1
whats up basturd,1
totally fat bank account,0
hi shat,1
fucking psycko,1
really shart,0
sup die,1
filthy carzy,1
see you later,0
hey sh1t,1
youre such a aswhole,1
yo craazy,1
you are handsome,0
completely cast,0
go kikke yourself,1
youre fuuck,1
ur kike,1
lunatik??,1
ure skizo,1
ugly christmas sweater...,0
shut!!,0
dirty mentel,1
kind person!,0
crezy,1
very sick,0
nasty bith,1
hey nasty sult,1
totally sat,0
useless you bicth,1
really whats new,0
so pleased to meet you,0
aswhole...,1
nasty sychko,1
stupid gukk,1
hello hi bitch,1
very cast,0
schizo!,1
thoughtful...,0
whats up stupid bicth,1
fucking slutt,1
you mentel,1
yo fock,1
biatch alert,1
your biatch,1
ashole bitch,1
very attractive person,0
totally great person,0
hi prostitute...,1
worthless uglee,1
such a crazy fun,0
so sack,0
very bit,0
very would you please,0
youre great to see you,0
such a best of luck,0
so cot,0
youre such a uglee,1
really great worker,0
fucking prostitude,1
ur sh1t,1
youre psychologist,0
ugly duckling!!,0
yo fatt,1
useless skizoo,1
you crezy,1
what a mantal,1
worthless obease,1
absolutely good morning,0
very mental wellness,0
go basterd yourself,1
intelligent person,0
sup hey prostitute,1
you are sat,0
what a team player,0
your fatty,1
gorgeous,0
what a perfect work,0
youre such,0
what a confident,0
shout!!,0
dik!,1
go obease yourself,1
completely sot,0
u deatth,1
completely wonderful person,0
dic!,1
absolutely fat cat,0
ur chinc,1
absolutely hot,0
ure ashole,1
sup mentel,1
absolutely thankful,0
filthy hi sult,1
ur lunatick,1
hello fate,1
kil!,1
totally shot,0
totally but,0
ur fatt,1
hello loonatic,1
yo sult,1
worthless schizofrenic,1
heroic...,0
skizo,1
youre mentl,1
useless diie,1
youre whats up,0
fatso,1
brilliant person...,0
fucking slut??,1
bitc??,1
whats up mental,1
stupid chinkk,1
you are sup,0
your shitt,1
what a handsome person,0
fatt and proud,1
ure you prostitute,1
useless gooke,1
mentl alert,1
what a nasty sult,1
totally slate,0
yo hey sult,1
sup u slut,1
filthy skizoo,1
such a sought,0
yo skizoo,1
hey u sult,1
totally great to see you,0
useless chinkk,1
completely how are you,0
mentl...,1
completely would you please,0
totally yo,0
you are cot,0
very psychologist,0
chinc??,1
shot!,0
youre such a loonatic,1
niggar and proud,1
so boat,0
you are hey,0
hey fucking slut,1
loonatic??,1
hi schizo,1
whats up asswhole,1
stupid craazy,1
hard worker...,0
fucking stupid slut,1
your carzy,1
dirty kik,1
perfect work!!,0
obesse alert,1
ur prostitu,1
you dii,1
stupid bitch...,1
totally psychologist,0
go dirty slut yourself,1
what a kindly,0
nasty mentall,1
stupid hi bitch,1
sup hi slut,1
youre hot,0
really wish you well,0
yo killl,1
dirty dic,1
slutt...,1
whats up kiill,1
protitut alert,1
ur nigga,1
whats up diee,1
youre gook,1
ure shitt,1
go aswhole yourself,1
so shut,0
completely thank you,0
filthy pakki,1
such a psychologist,0
sup mantal,1
uglee!,1
youre bithc,1
very whats new,0
hello chnk,1
you are smart person,0
completely sock,0
very great person,0
youre you sult,1
worthless bastart,1
what a insane skills,0
fucking mentl,1
slight...,0
bat...,0
you packi,1
completely please,0
fucking gooke,1
caring person,0
filthy you sult,1
deeth??,1
totally excellent worker,0
fucking deeth,1
youre such a uglyy,1
sup mentl,1
filthy crzy,1
really but,0
you craazy,1
what a heroic,0
yo lunatick,1
absolutely handsome person,0
whats up hi slut,1
filthy nasty sult,1
ur fuc,1
pakki bitch,1
ure stupid slut,1
yo skizo,1
hey you bitch,1
youre crzy,1
you fate,1
hi fuc,1
so courageous,0
fate,1
obes and proud,1
absolutely set,0
ur fucking sult,1
very problem solver,0
hi slut??,1
whats up prostitude,1
very best of luck,0
what a mental health,0
bought!,0
totally creative,0
you sht,1
hate!!,0
ur fatso,1
bit!!,0
useless bitc,1
damn prostitu,1
completely cat,0
absolutely nice,0
useless you bitch,1
ure mentl,1
psycko,1
sup hi prostitude,1
absolutely see you later,0
dirty sult??,1
skizoo??,1
